umap1,umap2,cell_type,sample,annotation_source
16.525747,10.426607,Stromal,E15S,transferred
17.210821,9.203391,Stromal,E15S,transferred
-6.2265015,1.7972107,C1qc+ TAM,E15S,transferred
26.16488,4.1778035,Tumor,E15S,transferred
0.5932411,-8.390956,Neutrophil,E15S,transferred
-6.9515123,2.9652689,C1qc+ TAM,E15S,transferred
-2.597337,3.8686342,Monocyte,E15S,transferred
16.681435,7.313099,Hypoxic Tumor,E15S,knn
2.317188,-7.5161533,Neutrophil,E15S,transferred
23.221903,5.268399,Tumor Proliferating,E15S,transferred
18.478529,8.618906,Stromal,E15S,knn
-4.5299883,2.5036027,Il1b+ TAM,E15S,transferred
-6.289169,4.0333385,Resident Macrophage,E15S,transferred
-2.7887456,1.2642888,Spp1+ TAM,E15S,transferred
16.955627,10.731365,Tumor,E15S,transferred
-4.871452,6.389617,C1qc+ TAM,E15S,transferred
23.034925,4.7395377,Tumor Proliferating,E15S,transferred
17.082935,11.522315,Stromal,E15S,transferred
17.21894,9.320659,Stromal,E15S,transferred
-5.2909365,0.5274853,Spp1+ TAM,E15S,transferred
-3.7128954,5.590578,C1qc+ TAM,E15S,transferred
0.60235626,-6.8755,Neutrophil,E15S,transferred
0.10301514,1.6253781,Monocyte,E15S,transferred
-5.275485,3.5406916,Resident Macrophage,E15S,transferred
-5.2447457,2.342391,Spp1+ TAM,E15S,transferred
18.48093,6.9181952,Hypoxic Tumor,E15S,transferred
-4.204609,3.7091382,C1qc+ TAM,E15S,transferred
-3.7508738,2.6965687,Monocyte,E15S,transferred
25.47431,3.7886937,Tumor,E15S,transferred
25.139154,5.3809624,Tumor,E15S,transferred
-5.4079657,1.8852804,C1qc+ TAM,E15S,transferred
1.5607209,14.447317,NK,E15S,transferred
-4.052961,5.5466824,C1qc+ TAM,E15S,transferred
-2.7858248,2.6748478,Il1b+ TAM,E15S,transferred
-0.33182204,-7.0383534,Neutrophil,E15S,transferred
26.986609,3.8438678,Tumor,E15S,transferred
-5.8395033,2.5906644,Spp1+ TAM,E15S,transferred
18.614134,10.186113,Stromal,E15S,transferred
-4.24667,4.871802,C1qc+ TAM,E15S,transferred
-3.4454892,3.85687,C1qc+ TAM,E15S,transferred
17.102776,10.104685,Tumor,E15S,transferred
-2.8774474,2.8826888,Il1b+ TAM,E15S,transferred
5.487753,9.800578,B,E15S,transferred
-0.24507363,1.4176693,Monocyte,E15S,transferred
-6.8319526,4.017996,Resident Macrophage,E15S,transferred
26.660889,4.2702847,Tumor,E15S,transferred
24.753069,4.549418,Tumor,E15S,transferred
-1.0616076,1.8766776,Monocyte,E15S,transferred
-5.854922,3.7207932,Resident Macrophage,E15S,transferred
23.739607,6.051245,Tumor Proliferating,E15S,transferred
-3.4018276,3.6286201,Il1b+ TAM,E15S,transferred
16.432377,10.393873,Stromal,E15S,transferred
16.915028,7.5050306,Hypoxic Tumor,E15S,transferred
-5.3221955,3.960352,Resident Macrophage,E15S,transferred
16.746216,6.072953,Hypoxic Tumor,E15S,knn
15.878881,10.374969,Hypoxic Tumor,E15S,transferred
-1.8193817,3.2711985,Resident Macrophage,E15S,transferred
22.888863,5.587592,Tumor Proliferating,E15S,transferred
25.496302,5.202693,Tumor,E15S,transferred
-6.422135,1.4276674,Spp1+ TAM,E15S,transferred
0.1330576,-5.26559,Neutrophil,E15S,transferred
-3.1731358,2.232742,Il1b+ TAM,E15S,transferred
24.386076,3.1668525,Tumor Proliferating,E15S,transferred
1.2221371,-8.101372,Neutrophil,E15S,transferred
0.6755761,5.16288,B,E15S,transferred
24.352625,5.206009,Tumor Proliferating,E15S,transferred
25.600657,5.90966,Stromal,E15S,transferred
-0.34143308,0.17771536,Monocyte,E15S,transferred
-1.746103,0.7198312,Monocyte,E15S,transferred
-2.0483809,1.3712574,Monocyte,E15S,transferred
1.4312205,-8.633114,Neutrophil,E15S,transferred
-0.24454103,-8.4587345,Neutrophil,E15S,knn
25.151642,3.4346976,CAF,E15S,transferred
25.530575,5.2694817,Tumor,E15S,transferred
23.083485,3.5551252,Tumor Proliferating,E15S,transferred
25.506105,3.0043461,CAF,E15S,transferred
-4.0853972,5.4340544,C1qc+ TAM,E15S,transferred
22.570457,4.4689865,Tumor Proliferating,E15S,transferred
23.30128,3.6130235,CAF,E15S,transferred
-5.521997,5.7241516,Resident Macrophage,E15S,transferred
16.31066,8.67218,Hypoxic Tumor,E15S,transferred
23.071173,3.921455,Tumor Proliferating,E15S,transferred
0.666622,5.099671,cDC,E15S,transferred
23.437883,3.5075288,Tumor Proliferating,E15S,transferred
16.448898,6.8179975,Hypoxic Tumor,E15S,transferred
-2.0195413,4.3959026,Resident Macrophage,E15S,knn
-4.82271,1.6354591,Spp1+ TAM,E15S,transferred
-4.101177,5.466914,C1qc+ TAM,E15S,transferred
-3.6142464,5.8295493,C1qc+ TAM,E15S,transferred
18.31591,8.80575,Stromal,E15S,transferred
0.13199939,-8.079816,Neutrophil,E15S,transferred
-2.9527829,1.1209958,Monocyte,E15S,transferred
-2.4898672,2.2535465,Monocyte,E15S,transferred
18.234322,8.803817,Stromal,E15S,transferred
-5.4989314,4.0372114,C1qc+ TAM,E15S,transferred
-5.1949515,1.48999,C1qc+ TAM,E15S,transferred
-2.882436,2.6621618,C1qc+ TAM,E15S,transferred
-1.8989627,3.1491122,Il1b+ TAM,E15S,transferred
-3.6595104,5.971705,C1qc+ TAM,E15S,transferred
18.950613,9.357732,Stromal,E15S,transferred
16.97972,9.955448,Stromal,E15S,transferred
-3.2435796,5.335321,C1qc+ TAM,E15S,transferred
-4.8069625,4.1649256,Resident Macrophage,E15S,transferred
2.0596633,-7.5984488,Neutrophil,E15S,transferred
-6.367571,1.0623361,Spp1+ TAM,E15S,transferred
-3.3672433,3.9370959,Il1b+ TAM,E15S,transferred
-1.1726072,2.9626167,Monocyte,E15S,transferred
15.521559,11.052151,Stromal,E15S,transferred
-4.132605,2.2818854,Il1b+ TAM,E15S,transferred
-4.8462224,1.434453,Spp1+ TAM,E15S,transferred
15.866983,11.443847,Stromal,E15S,transferred
3.016317,11.091524,CD8 Exhausted Proliferating,E15S,transferred
25.382368,5.898083,Tumor,E15S,transferred
-0.8025491,2.4476376,Monocyte,E15S,transferred
2.3441467,10.689154,CD4 T,E15S,transferred
-3.857418,5.633375,C1qc+ TAM,E15S,transferred
-1.8068954,2.539344,Il1b+ TAM,E15S,transferred
17.819862,10.147657,Stromal,E15S,transferred
3.2320485,-7.368727,Neutrophil,E15S,transferred
2.3359718,-7.5686703,Neutrophil,E15S,transferred
-3.7428796,5.429507,C1qc+ TAM,E15S,transferred
1.671425,-8.288805,Neutrophil,E15S,transferred
-0.64962137,1.2575037,Monocyte,E15S,transferred
-2.2381475,5.9850163,C1qc+ TAM,E15S,knn
27.256708,4.984713,Tumor,E15S,transferred
16.218107,8.599501,Hypoxic Tumor,E15S,transferred
-0.43329084,-8.428214,Neutrophil,E15S,transferred
-0.5214019,-8.257389,Neutrophil,E15S,transferred
24.999023,4.601515,CAF,E15S,transferred
-5.1987195,3.5379612,Il1b+ TAM,E15S,transferred
-4.8485627,3.0967298,Il1b+ TAM,E15S,transferred
-4.619127,2.5055842,Spp1+ TAM,E15S,transferred
23.102253,5.3940496,Tumor Proliferating,E15S,transferred
17.443422,10.192664,Stromal,E15S,transferred
3.2792609,-6.7155676,Neutrophil,E15S,transferred
-5.4582295,0.7772071,Spp1+ TAM,E15S,transferred
-6.646525,2.7396765,C1qc+ TAM,E15S,transferred
-6.9209814,1.9964985,C1qc+ TAM,E15S,transferred
24.965124,4.0163727,CAF,E15S,transferred
0.73828393,0.87051064,Monocyte,E15S,transferred
16.625788,11.304839,Stromal,E15S,transferred
-1.8843184,4.738618,Resident Macrophage,E15S,knn
-2.2534397,4.248359,Resident Macrophage,E15S,transferred
24.220108,4.843639,Tumor Proliferating,E15S,transferred
24.17103,5.861659,Tumor Proliferating,E15S,transferred
0.19559056,-8.623016,Neutrophil,E15S,transferred
-4.231741,0.35604137,Spp1+ TAM,E15S,transferred
-4.9221997,2.0418417,Spp1+ TAM,E15S,transferred
25.89662,5.3677125,Tumor,E15S,transferred
-2.9547231,4.5396028,C1qc+ TAM,E15S,transferred
1.832943,14.087686,NK,E15S,transferred
0.6105789,1.0186379,Monocyte,E15S,transferred
16.74979,10.679063,Stromal,E15S,transferred
-2.29789,2.3443444,Monocyte,E15S,transferred
-2.3710902,4.671969,Monocyte,E15S,transferred
23.915686,5.7740993,Tumor Proliferating,E15S,transferred
-0.49223003,-0.36276665,Monocyte,E15S,transferred
-5.603653,4.089522,C1qc+ TAM,E15S,transferred
-3.8710828,3.6406555,Resident Macrophage,E15S,transferred
-2.0316992,1.7671455,C1qc+ TAM,E15S,transferred
-3.8327959,6.3229485,C1qc+ TAM,E15S,transferred
-2.0042636,2.5568414,Monocyte,E15S,transferred
17.177555,10.252002,Stromal,E15S,transferred
2.0359755,14.065667,NK,E15S,transferred
-4.5923305,1.5226793,Spp1+ TAM,E15S,transferred
16.713217,5.6553855,Hypoxic Tumor,E15S,knn
2.699421,11.359312,Monocyte,E15S,transferred
-3.784575,2.8815324,Resident Macrophage,E15S,transferred
27.442709,3.9799776,Tumor,E15S,transferred
-0.68763214,2.0346127,Monocyte,E15S,transferred
26.75587,3.741153,Tumor,E15S,transferred
23.918457,3.9068444,CAF,E15S,transferred
-0.23814397,2.0389993,Monocyte,E15S,transferred
19.005245,9.352544,Stromal,E15S,transferred
16.54585,9.505827,Hypoxic Tumor,E15S,transferred
18.553041,8.879787,Stromal,E15S,transferred
17.593328,9.855597,Stromal,E15S,transferred
-5.875701,3.6997871,Resident Macrophage,E15S,transferred
0.19158906,-7.5788465,Neutrophil,E15S,transferred
-6.6273556,2.4321425,C1qc+ TAM,E15S,transferred
19.57466,8.514195,Stromal,E15S,transferred
17.545734,11.482624,Stromal,E15S,transferred
16.368382,6.7066054,Hypoxic Tumor,E15S,transferred
25.017628,5.57154,Tumor,E15S,transferred
17.708185,8.840211,Stromal,E15S,transferred
-5.2639656,2.6504722,C1qc+ TAM,E15S,transferred
0.32650542,-8.326849,Neutrophil,E15S,transferred
-4.9550633,2.13793,Spp1+ TAM,E15S,transferred
1.9571738,14.899238,NK,E15S,transferred
26.400902,3.2673721,Tumor,E15S,transferred
0.13170783,-5.5284505,Neutrophil,E15S,transferred
0.45203626,-6.106744,Neutrophil,E15S,transferred
-4.171405,4.304599,C1qc+ TAM,E15S,knn
-4.2787275,4.9369774,Il1b+ TAM,E15S,transferred
-1.0407057,1.9266104,Monocyte,E15S,transferred
26.27439,2.9625406,Tumor,E15S,transferred
-4.0367155,6.5187445,Resident Macrophage,E15S,transferred
-6.197204,2.2947283,Resident Macrophage,E15S,transferred
-5.472975,3.7278118,C1qc+ TAM,E15S,transferred
2.2990348,-8.689358,Neutrophil,E15S,transferred
1.024381,-9.01241,Neutrophil,E15S,transferred
24.889189,4.1796207,Tumor Proliferating,E15S,transferred
-5.5168147,3.3593698,C1qc+ TAM,E15S,transferred
17.307583,10.800201,Stromal,E15S,transferred
0.024047544,-8.326296,Neutrophil,E15S,transferred
-6.1074896,0.9761221,Spp1+ TAM,E15S,transferred
27.428343,4.7380214,Tumor,E15S,transferred
18.776104,9.328935,Stromal,E15S,transferred
-6.445433,1.0088652,Spp1+ TAM,E15S,knn
25.206665,5.7101655,Tumor,E15S,transferred
1.2522552,-8.383481,Neutrophil,E15S,transferred
24.164383,5.275096,Tumor Proliferating,E15S,transferred
24.633074,6.116759,Tumor,E15S,transferred
2.3353462,-7.899639,Neutrophil,E15S,transferred
-5.685664,2.0779982,Spp1+ TAM,E15S,transferred
-6.598103,0.9932572,Spp1+ TAM,E15S,transferred
-1.4350893,3.7622128,Monocyte,E15S,transferred
-3.773262,2.9343824,Il1b+ TAM,E15S,transferred
-6.051615,2.100441,C1qc+ TAM,E15S,transferred
-4.9892817,4.9226384,Resident Macrophage,E15S,transferred
-5.035509,1.8686302,Spp1+ TAM,E15S,transferred
1.4496415,14.432124,NK,E15S,transferred
25.590342,5.2896285,Tumor,E15S,transferred
-3.0989347,4.145685,Il1b+ TAM,E15S,transferred
24.937176,4.695643,C1qc+ TAM,E15S,transferred
-0.2147597,-7.8635,Neutrophil,E15S,transferred
2.254867,-7.198185,Neutrophil,E15S,transferred
17.663723,11.361197,Stromal,E15S,transferred
-2.5024447,4.7576666,C1qc+ TAM,E15S,transferred
15.378396,11.333968,Stromal,E15S,transferred
-3.0722651,1.6136237,Monocyte,E15S,transferred
24.839624,4.287585,CAF,E15S,transferred
1.9683316,-8.287127,Neutrophil,E15S,transferred
24.053608,5.1827917,Tumor Proliferating,E15S,transferred
-1.9765975,1.9425689,Monocyte,E15S,transferred
-2.986122,0.54852057,Spp1+ TAM,E15S,transferred
15.912359,11.4853735,Tumor,E15S,transferred
23.320198,3.6162066,Tumor Proliferating,E15S,transferred
18.844345,8.583274,Stromal,E15S,transferred
17.815817,10.562155,Stromal,E15S,transferred
16.427458,10.348595,Stromal,E15S,transferred
-0.5527372,-8.27338,Neutrophil,E15S,transferred
17.668053,9.778633,Stromal,E15S,transferred
-6.308803,2.8353467,C1qc+ TAM,E15S,transferred
-1.3598341,1.6710923,Monocyte,E15S,transferred
26.856642,3.2501307,Tumor,E15S,transferred
-5.8589287,1.1565083,Spp1+ TAM,E15S,transferred
0.39685196,1.3339405,Monocyte,E15S,transferred
-5.632127,1.2726105,Spp1+ TAM,E15S,transferred
23.447916,5.5982213,Tumor Proliferating,E15S,transferred
-4.2738748,2.475741,C1qc+ TAM,E15S,transferred
17.82614,10.61483,Stromal,E15S,transferred
-5.65177,5.705262,C1qc+ TAM,E15S,transferred
25.994135,5.134258,Tumor,E15S,transferred
25.013676,4.343237,Tumor,E15S,transferred
-4.6172967,2.4544673,Il1b+ TAM,E15S,transferred
23.875055,5.3341956,Tumor Proliferating,E15S,transferred
26.523643,3.7949939,Tumor,E15S,transferred
-0.33620578,-8.166114,Neutrophil,E15S,transferred
0.5646263,4.866446,cDC,E15S,transferred
-2.5852287,3.7145813,C1qc+ TAM,E15S,transferred
19.488537,8.343249,Stromal,E15S,transferred
-3.8248515,6.800453,C1qc+ TAM,E15S,transferred
-3.0721853,0.80752015,Spp1+ TAM,E15S,transferred
19.432018,9.05694,Stromal,E15S,transferred
23.649445,4.1322203,CAF,E15S,transferred
-2.3272393,2.8102348,Monocyte,E15S,transferred
-4.5824313,2.7589853,Il1b+ TAM,E15S,transferred
18.192312,8.888459,Stromal,E15S,transferred
18.278193,8.97688,Stromal,E15S,transferred
2.8122032,-7.360695,Neutrophil,E15S,transferred
-2.0845342,1.5600569,Monocyte,E15S,transferred
16.419567,8.581784,Hypoxic Tumor,E15S,transferred
-0.025485517,-7.955753,Neutrophil,E15S,transferred
16.624743,10.675497,Stromal,E15S,transferred
2.3086112,-7.620481,Neutrophil,E15S,transferred
-3.6448085,4.9796305,Resident Macrophage,E15S,transferred
17.34413,9.696785,Stromal,E15S,transferred
-6.6310983,3.3831685,Resident Macrophage,E15S,transferred
26.19433,3.428541,Tumor,E15S,transferred
23.621235,3.4892807,CAF,E15S,transferred
26.121552,3.7656322,Tumor,E15S,transferred
-4.248939,3.0610428,Monocyte,E15S,transferred
16.472633,7.597201,Hypoxic Tumor,E15S,transferred
26.638813,4.371836,Tumor,E15S,transferred
16.09254,6.5711446,Hypoxic Tumor,E15S,knn
2.3760283,7.03689,mDC,E15S,transferred
26.587511,3.7092242,Tumor,E15S,transferred
-6.683955,3.8797927,C1qc+ TAM,E15S,transferred
16.204477,8.910911,Hypoxic Tumor,E15S,transferred
-4.6831975,4.231136,Resident Macrophage,E15S,transferred
-5.699526,3.8962219,Resident Macrophage,E15S,transferred
-5.523822,1.7621429,Spp1+ TAM,E15S,transferred
2.3731368,-7.3869033,Neutrophil,E15S,transferred
26.928265,4.248648,Tumor,E15S,transferred
-4.6717105,1.941423,Il1b+ TAM,E15S,transferred
-6.345045,0.84323615,Resident Macrophage,E15S,transferred
27.142275,4.1768355,Tumor,E15S,transferred
-2.7843833,3.131387,Il1b+ TAM,E15S,transferred
17.861399,9.49089,Stromal,E15S,transferred
2.2052908,-8.71811,Neutrophil,E15S,transferred
-4.151046,0.98845357,Spp1+ TAM,E15S,transferred
1.9047273,-8.273065,Neutrophil,E15S,transferred
24.479815,5.844432,Tumor,E15S,transferred
-2.097391,2.7319815,Monocyte,E15S,transferred
16.591671,10.045032,Stromal,E15S,transferred
2.5402725,-7.432897,Neutrophil,E15S,transferred
1.8503466,-7.133338,Neutrophil,E15S,transferred
25.475536,5.5533514,Tumor,E15S,transferred
23.875067,5.564401,Tumor Proliferating,E15S,transferred
18.407232,6.9601326,Hypoxic Tumor,E15S,knn
-4.7169175,4.151236,Resident Macrophage,E15S,transferred
15.971662,9.978234,Hypoxic Tumor,E15S,transferred
-2.0878758,1.30757,Monocyte,E15S,transferred
27.255814,3.1508532,Tumor,E15S,transferred
-4.3938417,3.8269498,C1qc+ TAM,E15S,transferred
3.0817506,-7.3720703,Neutrophil,E15S,transferred
26.324745,4.851281,CAF,E15S,transferred
0.07031712,0.89711094,Monocyte,E15S,transferred
17.786243,6.8422422,Stromal,E15S,knn
26.406225,5.2202682,Tumor,E15S,transferred
1.131092,-8.015406,Neutrophil,E15S,transferred
19.543213,8.4768095,Stromal,E15S,transferred
1.7526838,14.463368,NK,E15S,transferred
-3.6579177,4.102073,Il1b+ TAM,E15S,transferred
-2.1561353,1.0774463,Il1b+ TAM,E15S,transferred
-2.1180718,1.867333,Monocyte,E15S,transferred
1.3562336,-7.393081,Neutrophil,E15S,transferred
-0.61311775,0.5634139,Resident Macrophage,E15S,transferred
25.045385,5.68436,Tumor,E15S,transferred
17.970602,9.973164,Stromal,E15S,transferred
-3.1954436,3.800416,C1qc+ TAM,E15S,transferred
1.5485706,-8.212116,Neutrophil,E15S,transferred
0.0611719,-7.5843935,Neutrophil,E15S,transferred
-2.0618625,1.28463,Monocyte,E15S,transferred
24.711985,2.9753535,CAF,E15S,transferred
-3.069527,3.7609916,C1qc+ TAM,E15S,transferred
1.1299642,-8.876562,Neutrophil,E15S,transferred
-1.820359,5.5160403,Resident Macrophage,E15S,knn
-4.593957,2.2538924,Il1b+ TAM,E15S,transferred
24.121347,4.8646,Tumor Proliferating,E15S,transferred
16.957281,10.317962,Stromal,E15S,transferred
1.7526654,-7.253438,Neutrophil,E15S,transferred
-4.0048513,2.5989294,C1qc+ TAM,E15S,transferred
-5.2422686,4.7975645,Resident Macrophage,E15S,transferred
-6.4261246,2.6414993,Resident Macrophage,E15S,transferred
-5.0028334,4.6560016,Resident Macrophage,E15S,transferred
1.4927952,-8.477877,Neutrophil,E15S,transferred
-5.2655687,2.2941692,C1qc+ TAM,E15S,transferred
17.50022,10.335342,Stromal,E15S,transferred
-6.406688,2.8485725,C1qc+ TAM,E15S,transferred
-5.115492,2.5207584,C1qc+ TAM,E15S,transferred
22.992306,3.4359384,Tumor Proliferating,E15S,transferred
25.672514,5.265235,Tumor,E15S,transferred
24.618235,4.6242313,Tumor Proliferating,E15S,transferred
-4.5881968,2.6925259,Il1b+ TAM,E15S,transferred
-0.035271697,-8.664314,Neutrophil,E15S,transferred
1.6603866,-8.26627,Neutrophil,E15S,transferred
-4.0706415,6.5286245,C1qc+ TAM,E15S,transferred
16.230715,10.588933,Stromal,E15S,transferred
0.28461394,1.3429267,Monocyte,E15S,transferred
25.38566,3.7334528,Tumor,E15S,transferred
17.771343,10.835034,Stromal,E15S,transferred
16.569386,11.324243,Stromal,E15S,transferred
16.414337,10.926094,Stromal,E15S,transferred
17.78689,9.693255,Stromal,E15S,transferred
18.70333,9.406114,Stromal,E15S,transferred
18.954178,7.0510516,Hypoxic Tumor,E15S,knn
23.811798,3.7742002,CAF,E15S,transferred
1.2680719,-8.8462515,Neutrophil,E15S,knn
27.268867,3.5463023,Tumor,E15S,transferred
26.139229,5.115371,Tumor,E15S,transferred
26.208971,5.0417485,Tumor,E15S,transferred
-5.275263,2.9837523,Resident Macrophage,E15S,transferred
5.4853487,9.801589,B,E15S,transferred
25.062534,3.6265965,Tumor,E15S,transferred
25.648298,5.709413,Tumor,E15S,transferred
1.8382779,14.294207,NK,E15S,transferred
-6.626202,2.0043514,Resident Macrophage,E15S,transferred
24.893463,3.7136853,Tumor,E15S,transferred
-4.4815884,3.4469924,Il1b+ TAM,E15S,transferred
-4.187873,0.5746952,Spp1+ TAM,E15S,transferred
-3.6776068,3.2491927,C1qc+ TAM,E15S,transferred
24.845203,5.83273,Tumor,E15S,transferred
1.0648755,-8.80593,Neutrophil,E15S,knn
16.40105,6.360404,Hypoxic Tumor,E15S,knn
-5.3080215,1.4893211,C1qc+ TAM,E15S,transferred
18.217493,10.126962,Stromal,E15S,transferred
16.449673,11.513178,Stromal,E15S,transferred
-2.521225,3.3222096,Spp1+ TAM,E15S,transferred
-5.2449718,4.0799036,Resident Macrophage,E15S,transferred
0.65811354,-7.4797115,Neutrophil,E15S,transferred
0.63175404,-5.8313446,Neutrophil,E15S,transferred
2.0900302,-8.780432,Neutrophil,E15S,transferred
-5.1156864,2.5957696,C1qc+ TAM,E15S,transferred
-5.8253055,4.3177056,C1qc+ TAM,E15S,transferred
-2.7690167,3.1665647,Il1b+ TAM,E15S,transferred
-3.6140687,6.774152,C1qc+ TAM,E15S,transferred
-5.9989605,2.5832,Resident Macrophage,E15S,transferred
-0.41715536,-0.18404992,Monocyte,E15S,transferred
1.0220344,-8.929224,Neutrophil,E15S,knn
-0.4100628,-8.248834,Neutrophil,E15S,transferred
-4.621343,1.9271066,C1qc+ TAM,E15S,transferred
2.2795763,-7.6108685,Neutrophil,E15S,transferred
-2.1690125,4.8350544,Resident Macrophage,E15S,knn
-1.378953,3.6321785,Resident Macrophage,E15S,knn
-4.4313054,3.8291569,Il1b+ TAM,E15S,transferred
17.268927,10.653449,Stromal,E15S,transferred
24.184422,4.2138085,CAF,E15S,transferred
26.195457,4.9315944,Tumor,E15S,transferred
1.8140951,-8.289517,Neutrophil,E15S,transferred
15.672954,10.830389,Hypoxic Tumor,E15S,transferred
-4.2783594,3.8219175,Resident Macrophage,E15S,transferred
16.337048,6.6784716,Hypoxic Tumor,E15S,knn
0.32038203,-8.564992,Neutrophil,E15S,transferred
-6.8004103,4.1185627,Resident Macrophage,E15S,transferred
18.509518,10.164763,Stromal,E15S,transferred
23.899284,4.0569267,CAF,E15S,transferred
2.418211,-7.557857,Neutrophil,E15S,transferred
-0.51420534,-8.234636,Neutrophil,E15S,transferred
-0.38775983,3.7620518,Resident Macrophage,E15S,transferred
24.274559,3.8595848,CAF,E15S,transferred
26.448404,4.413051,Tumor,E15S,transferred
27.058956,3.6801069,Tumor,E15S,transferred
16.432793,6.4861407,Hypoxic Tumor,E15S,knn
26.322605,3.5829868,Tumor,E15S,transferred
-4.380973,4.4493923,C1qc+ TAM,E15S,transferred
-3.431638,2.931968,C1qc+ TAM,E15S,transferred
-4.4162955,3.9610527,C1qc+ TAM,E15S,transferred
19.551966,8.616209,Stromal,E15S,transferred
-5.005489,5.5063405,C1qc+ TAM,E15S,transferred
-0.26746124,2.379749,Monocyte,E15S,transferred
26.75305,3.8686252,Tumor,E15S,transferred
-3.5462074,5.928668,C1qc+ TAM,E15S,transferred
-1.3065519,2.1919863,Spp1+ TAM,E15S,transferred
23.42606,4.338657,CAF,E15S,transferred
-0.05333016,-8.481204,Neutrophil,E15S,knn
24.42426,3.6425896,CAF,E15S,transferred
-3.032974,2.9286504,C1qc+ TAM,E15S,transferred
18.332834,8.943069,Stromal,E15S,transferred
16.081528,6.551841,Hypoxic Tumor,E15S,knn
-2.2654479,3.7708256,Resident Macrophage,E15S,transferred
16.536554,6.129187,Hypoxic Tumor,E15S,transferred
-1.8114088,2.2152185,Monocyte,E15S,transferred
-5.569778,4.2383313,Resident Macrophage,E15S,transferred
-6.4311028,2.6929085,Resident Macrophage,E15S,transferred
-1.9776621,3.0260923,Resident Macrophage,E15S,transferred
16.77521,8.193564,Hypoxic Tumor,E15S,transferred
22.640446,3.8307097,Tumor Proliferating,E15S,transferred
-4.518841,3.1864114,Il1b+ TAM,E15S,transferred
-6.7087483,2.6473587,C1qc+ TAM,E15S,transferred
-5.4289613,3.078277,C1qc+ TAM,E15S,transferred
26.288305,5.3046737,Tumor,E15S,transferred
-0.2907231,0.7757888,Monocyte,E15S,transferred
2.5524561,-8.005659,Neutrophil,E15S,transferred
-6.671446,3.9870098,Resident Macrophage,E15S,transferred
26.923946,4.7722173,Tumor,E15S,transferred
-6.5802207,1.5766096,Spp1+ TAM,E15S,transferred
27.420982,4.2329097,Tumor,E15S,transferred
15.400712,11.301379,Stromal,E15S,transferred
17.85437,9.965262,Stromal,E15S,transferred
17.508669,9.897055,Stromal,E15S,transferred
-5.6182427,1.1669374,Spp1+ TAM,E15S,transferred
2.2352858,-8.036783,Neutrophil,E15S,transferred
-5.8874993,4.7370887,Resident Macrophage,E15S,transferred
25.517628,4.9872494,Tumor,E15S,transferred
-0.102419846,2.286638,Monocyte,E15S,transferred
-0.30638704,-8.43877,Neutrophil,E15S,knn
25.832315,5.5305715,Tumor,E15S,transferred
-3.8869112,6.575577,C1qc+ TAM,E15S,transferred
2.164702,14.839283,NK,E15S,transferred
25.82219,4.1128063,Tumor,E15S,transferred
-0.5180456,2.7634685,Monocyte,E15S,transferred
27.102554,4.2186112,Tumor,E15S,transferred
23.859785,6.172415,Tumor,E15S,transferred
0.745382,4.9128795,cDC,E15S,transferred
-5.0088286,6.331201,C1qc+ TAM,E15S,transferred
23.87623,5.970525,Tumor,E15S,transferred
19.321589,8.912769,Stromal,E15S,transferred
17.33629,11.077788,Stromal,E15S,transferred
-2.305396,1.6614982,Monocyte,E15S,transferred
16.954487,10.585831,Stromal,E15S,transferred
17.14573,9.820881,Stromal,E15S,transferred
23.74615,5.0407705,Tumor Proliferating,E15S,transferred
-4.1414714,6.624308,C1qc+ TAM,E15S,transferred
26.863773,4.412647,Tumor,E15S,transferred
27.265577,4.4738917,Tumor,E15S,transferred
18.510935,9.848995,Stromal,E15S,transferred
-4.378253,2.159648,Spp1+ TAM,E15S,transferred
17.404875,9.709431,Stromal,E15S,transferred
17.446306,8.967131,Stromal,E15S,transferred
-4.348528,4.208013,Resident Macrophage,E15S,transferred
16.980392,7.5946507,Hypoxic Tumor,E15S,transferred
2.1099193,6.93827,mDC,E15S,transferred
17.58717,10.2327795,Stromal,E15S,transferred
-6.293392,1.0092862,Spp1+ TAM,E15S,transferred
25.558609,5.1583896,Tumor,E15S,transferred
-4.7180963,5.187322,C1qc+ TAM,E15S,transferred
24.420698,3.7715049,CAF,E15S,transferred
16.264458,8.905937,Hypoxic Tumor,E15S,transferred
24.594528,4.9774027,Tumor Proliferating,E15S,knn
16.48436,11.628551,Stromal,E15S,transferred
-0.67812175,1.0462362,Monocyte,E15S,transferred
16.371517,6.7426753,Hypoxic Tumor,E15S,transferred
15.644249,10.967916,Hypoxic Tumor,E15S,transferred
18.161959,10.74522,Stromal,E15S,transferred
16.594213,7.017859,Hypoxic Tumor,E15S,transferred
-5.564622,2.9570029,C1qc+ TAM,E15S,transferred
3.2430234,-6.9416695,Neutrophil,E15S,transferred
26.541132,3.0257897,Tumor,E15S,transferred
24.840588,3.705584,Tumor,E15S,transferred
0.26857617,-5.671779,Neutrophil,E15S,transferred
-5.4031935,4.1493587,Resident Macrophage,E15S,transferred
-6.5430017,3.236587,Resident Macrophage,E15S,transferred
-6.45377,3.3126638,C1qc+ TAM,E15S,transferred
18.891298,9.498792,Stromal,E15S,transferred
19.406435,8.665777,Stromal,E15S,transferred
-4.8477206,2.9968293,Resident Macrophage,E15S,transferred
-5.997049,1.12725,Spp1+ TAM,E15S,transferred
