gene,lfc_exit_minus_enter,padj,frac_ex,frac_en
S100a10,0.28888463973999023,3.7495044141528764e-27,0.9740518962075848,0.927063339731286
Traf1,-0.41781115531921387,3.755243791214515e-27,0.7005988023952096,0.8099808061420346
Nsa2,0.22558999061584473,4.0429617904087386e-27,0.9680638722554891,0.9385796545105566
Cyc1,0.3647177815437317,4.284424722254697e-27,0.9401197604790419,0.8023032629558541
Emc7,0.3172876238822937,5.034658365378808e-27,0.908183632734531,0.7120921305182342
Pafah1b3,0.32756489515304565,5.091012600284665e-27,0.8982035928143712,0.654510556621881
Ndufb2,0.34906256198883057,7.02909206030531e-27,0.9181636726546906,0.7485604606525912
Bex3,0.28645777702331543,7.857166552729814e-27,0.9481037924151696,0.8733205374280231
Sdhc,0.3186662197113037,8.09609085790078e-27,0.8942115768463074,0.6813819577735125
Bzw1,0.2993743419647217,8.452235470005473e-27,0.9520958083832335,0.8925143953934741
Clic1,0.27945268154144287,9.948768691771334e-27,0.9640718562874252,0.9097888675623801
Sec11a,0.3174175024032593,1.0390606624269444e-26,0.8922155688622755,0.6813819577735125
Cstb,0.2920292615890503,1.0830121299380765e-26,0.9640718562874252,0.9097888675623801
Slc25a39,0.34139299392700195,1.1035847689513545e-26,0.9341317365269461,0.7946257197696737
Srp14,0.32745563983917236,1.1343014691327113e-26,0.9121756487025948,0.7523992322456814
Prmt1,0.31953513622283936,1.1496077465198627e-26,0.9321357285429142,0.8349328214971209
Dynlrb1,0.29347705841064453,1.2597500210250803e-26,0.9461077844311377,0.8522072936660269
Arhgap22,-0.3441002368927002,1.3959356679522815e-26,0.8323353293413174,0.8714011516314779
Rabac1,0.32030928134918213,1.5515011636809523e-26,0.908183632734531,0.7735124760076776
Ywhab,0.2575821876525879,1.8425660724549053e-26,0.9780439121756487,0.9213051823416507
Mdh1,0.3275407552719116,1.8936646352723792e-26,0.9181636726546906,0.7792706333973128
Ndufa12,0.32335859537124634,2.3434372938203365e-26,0.9261477045908184,0.8195777351247601
Bax,0.31675994396209717,2.6800058719787016e-26,0.9161676646706587,0.7754318618042226
Ppic,0.30642229318618774,2.787286834339499e-26,0.8822355289421158,0.6084452975047985
Sri,0.31658434867858887,2.838916748876775e-26,0.9261477045908184,0.7677543186180422
Rnf213,-0.3165546655654907,2.9725208410381193e-26,0.9221556886227545,0.9865642994241842
Cdk12,-0.2691265344619751,4.156251312437922e-26,0.8862275449101796,0.9539347408829175
Tmem258,0.3340206742286682,4.1741209429359015e-26,0.9281437125748503,0.7715930902111324
Errfi1,-0.4336676001548767,4.3279227938189853e-26,0.656686626746507,0.7735124760076776
Mrfap1,0.3105021119117737,4.361821587771338e-26,0.93812375249501,0.8195777351247601
Uqcrh,0.32424604892730713,4.9301807384881843e-26,0.936127744510978,0.8522072936660269
Med28,0.3348712921142578,5.27852646529685e-26,0.9001996007984032,0.6698656429942419
Asxl1,-0.28169113397598267,5.781391244000307e-26,0.8662674650698603,0.9059500959692899
Rapgef6,-0.2677287459373474,6.004819291428001e-26,0.8562874251497006,0.8982725527831094
Pomp,0.3102705478668213,6.379486094917623e-26,0.9500998003992016,0.8618042226487524
Ier5,-0.35640794038772583,8.535272346830878e-26,0.8043912175648703,0.8157389635316699
Kansl1,-0.3190779685974121,9.221585465629484e-26,0.846307385229541,0.9309021113243762
Plk2,-0.40884488821029663,9.780828249620635e-26,0.7325349301397206,0.8464491362763915
