gene,lfc_a_minus_b,mean_a,mean_b,frac_a,frac_b,pval,padj
Psme2,0.32929134368896484,0.8970217108726501,0.5677303671836853,0.5959595959595959,0.42021276595744683,4.616658271454093e-13,1.8466633085816373e-09
Rreb1,0.25959712266921997,0.5675206780433655,0.3079235553741455,0.43434343434343436,0.23556231003039513,4.669074747512695e-13,1.867629899005078e-09
Ccl2,0.44998347759246826,0.8880720734596252,0.438088595867157,0.4909090909090909,0.29559270516717323,4.777756937514148e-13,1.9111027750056594e-09
Phf11b,0.3545180857181549,0.5668296217918396,0.2123115360736847,0.34545454545454546,0.1595744680851064,6.610984599236658e-13,2.644393839694663e-09
Mx1,0.3162783980369568,0.5884036421775818,0.272125244140625,0.36767676767676766,0.1717325227963526,8.269051199237438e-13,3.3076204796949754e-09
Otulin,0.1871027648448944,0.34851887822151184,0.16141611337661743,0.33535353535353535,0.16641337386018237,9.015132551064297e-13,3.6060530204257186e-09
Mt2,-0.1791195571422577,0.07800906896591187,0.25712862610816956,0.09898989898989899,0.23632218844984804,9.429167003791958e-13,3.771666801516783e-09
H2-D1,0.3555290699005127,3.0059409141540527,2.65041184425354,0.9838383838383838,0.9468085106382979,9.754385192353063e-13,3.9017540769412255e-09
Unc93b1,0.3397298753261566,0.7384950518608093,0.3987651765346527,0.5373737373737374,0.33586626139817627,1.018388901117362e-12,4.0735556044694475e-09
Pstpip1,0.32913458347320557,0.7943110466003418,0.46517646312713623,0.6121212121212121,0.3799392097264438,1.0397396496856158e-12,4.158958598742463e-09
Cyba,0.4298977851867676,1.8510786294937134,1.4211808443069458,0.8404040404040404,0.7272036474164134,1.0473073904529882e-12,4.189229561811953e-09
Nfkbiz,-0.4963109493255615,1.4345202445983887,1.9308311939239502,0.7353535353535353,0.8335866261398176,1.2733775564136503e-12,5.093510225654601e-09
Clec4a2,0.3505977988243103,0.6660447716712952,0.31544697284698486,0.45656565656565656,0.25,1.6378471417282257e-12,6.551388566912903e-09
Gpx1,0.4563261866569519,1.2709417343139648,0.8146155476570129,0.6383838383838384,0.4726443768996961,1.939556918341718e-12,7.758227673366873e-09
Aurkaip1,0.22052666544914246,0.44332554936408997,0.2227988839149475,0.4222222222222222,0.22340425531914893,2.4650438842776896e-12,9.860175537110758e-09
Cdk2ap2,0.4093177318572998,1.4040069580078125,0.9946892261505127,0.7717171717171717,0.5957446808510638,2.480824047803501e-12,9.923296191214004e-09
