gene,lfc_a_minus_b,pval,frac_a,frac_b,mean_a,mean_b,padj
Rbm34,0.08811473846435547,0.3495744055376906,0.9018036072144289,0.7259136212624585,0.5746268033981323,0.5483888387680054,0.39410868719018105
Pik3ca,-0.5623080730438232,0.3499088581301304,0.6613226452905812,0.5514950166112956,0.19215939939022064,0.2721959054470062,0.39437459355326054
Nfyc,-0.20259571075439453,0.3510460351101893,0.7975951903807615,0.6245847176079734,0.29405251145362854,0.3317430019378662,0.395544828293171
Ccdc191,-0.44173169136047363,0.35136055255679555,0.7575150300601202,0.627906976744186,0.27029910683631897,0.35173824429512024,0.395787724648601
Ctps,-0.1855982542037964,0.35149230293078404,0.8517034068136272,0.7209302325581395,0.46832355856895447,0.518388032913208,0.39582466546259465
Top1,0.12241160869598389,0.351948740171661,0.9759519038076152,0.9186046511627907,1.5006251335144043,1.4353299140930176,0.39622712093629164
Yap1,-0.6287754774093628,0.35230961124434834,0.7254509018036072,0.5897009966777409,0.20712102949619293,0.3044220805168152,0.39652179093342527
Wdhd1,-0.4878504276275635,0.35471138508602906,0.6112224448897795,0.526578073089701,0.19394657015800476,0.26247793436050415,0.3990490744966796
Rab7,-0.03967611491680145,0.35475462722754814,0.9478957915831663,0.8272425249169435,0.7462261915206909,0.76078200340271,0.3990490744966796
Septin8,-0.13696825504302979,0.355693366895395,0.8196392785571143,0.6677740863787376,0.3549434542655945,0.38426607847213745,0.3999925407876244
Kat2b,-0.7313555479049683,0.3567489410454754,0.6593186372745491,0.5382059800664452,0.18363887071609497,0.28868091106414795,0.40106682523381154
Tanc2,-0.7560837268829346,0.35909320559641045,0.5671342685370742,0.49335548172757476,0.1849169284105301,0.2949407398700714,0.4035888795688794
Trpc4ap,-0.1761995553970337,0.3595250787376524,0.8917835671342685,0.7458471760797342,0.4714953601360321,0.5191752314567566,0.4039607626265757
Lhfp,-0.4757128953933716,0.36033837187642836,0.7314629258517034,0.6196013289036545,0.32627639174461365,0.4295026659965515,0.4047608782661369
Slc9b1,-0.14196282625198364,0.36146319039110486,0.8837675350701403,0.8006644518272426,0.6340999603271484,0.6815156936645508,0.40591037663234686
Kalrn,-0.7814614772796631,0.36362494102719556,0.43286573146292584,0.39368770764119604,0.14347191154956818,0.23521268367767334,0.40822334103530233
Lmo4,-0.02706335484981537,0.36375852551345844,0.8937875751503006,0.7641196013289037,0.6351547837257385,0.6440180540084839,0.4082587267266649
Scarb1,-0.26579028367996216,0.36411824721150565,0.8236472945891784,0.6877076411960132,0.37141624093055725,0.43228599429130554,0.4085478229582111
Ctnnb1,-0.06225705146789551,0.3643941993107519,0.8396793587174348,0.6794019933554817,0.3650141954421997,0.37840980291366577,0.40874279227229604
Ncbp1,-0.03773510456085205,0.3647606419975341,0.8637274549098196,0.6794019933554817,0.4308772087097168,0.4401114284992218,0.40892448654432073
Desi2,0.0018215924501419067,0.3646789898721997,0.9078156312625251,0.770764119601329,0.6497028470039368,0.6490997672080994,0.40892448654432073
Kif26b,-0.24262762069702148,0.36637731165014986,0.5370741482965932,0.4584717607973422,0.34574446082115173,0.39789533615112305,0.41062181188024643
R3hdm2,-0.017272651195526123,0.37087062163086404,0.8957915831663327,0.7674418604651163,0.540412187576294,0.5454280376434326,0.4155413127516684
Pole,-0.5164147615432739,0.37204547600671845,0.6693386773547094,0.574750830564784,0.2800843417644501,0.3800537884235382,0.41662427324380563
Amotl1,-0.23268020153045654,0.37197996051849647,0.7675350701402806,0.6096345514950167,0.2916219234466553,0.3349400758743286,0.41662427324380563
Tomm40,0.13712218403816223,0.3735664073336027,0.9158316633266533,0.7774086378737541,0.7654553651809692,0.7157431840896606,0.4182103636536274
Hmmr,-0.28308290243148804,0.3750837757480845,0.5971943887775552,0.5465116279069767,0.3519894480705261,0.4143301844596863,0.41979157890104585
Pnp,0.02598896622657776,0.3754808761634839,0.8917835671342685,0.7225913621262459,0.5931670665740967,0.5851471424102783,0.4201184628402617
Noc3l,-0.0698552131652832,0.3782827043652336,0.8276553106212425,0.6478405315614618,0.36895525455474854,0.3841465413570404,0.42313501606849396
Hspb8,-0.30561643838882446,0.3793856356661087,0.845691382765531,0.6827242524916943,0.3981582522392273,0.4727974236011505,0.42425008181840507
Rgl1,-0.5953575372695923,0.38239042935232115,0.6212424849699398,0.5348837209302325,0.20418404042720795,0.2943420112133026,0.4274906979902975
