gene,corr_v_hypoxia_residual
Tra2b,0.1392581013505927
Cnot4,0.13918770925925167
Ralgapa2,0.13904527214871193
Myo5a,0.13903556487450575
Rfx7,0.13898794800728462
Rai1,0.13893483602991774
Spred2,0.13891244585428972
Bsg,-0.13883025835064908
Btaf1,0.13874432721670418
Mdh1,-0.1387163146265117
Sms,0.13868951135904567
Cep350,0.1386527515223544
Traf3,0.13863862630409868
Srgap2,0.1386250699224078
Cntrl,0.13860522899831498
Ifitm2,-0.1385654339282422
Faf1,0.1385632623845326
Ncoa6,0.13855004696063355
Rps6,-0.13812596007420724
Dtnb,0.137968586608827
B4galt5,0.13783681769736808
Prpf4b,0.13783185801938974
Psme1,-0.13762418074238078
Psma5,-0.1375341028808194
Spen,0.13746733096493685
Tasor2,0.13723651118543892
Atp5b,-0.1372080998239069
Wnk1,0.1370204206884163
6820431F20Rik,0.13698535224431677
Rapgef2,0.13695714203752293
Slmap,0.136914875300126
Meis2,0.13684419194964365
Slc23a2,0.1368168504933832
Grcc10,-0.1367246383080032
Syne2,0.13667182593530489
Ddost,-0.13643590543741657
Brk1,-0.13635527639226017
Ino80,0.13632802953940723
Sin3b,-0.13625851053662885
Atp2a2,0.1361844177164018
Ppm1l,0.1361500666763119
Ppib,-0.13613710611757604
Zfp64,0.13612199902930572
Efna5,0.13582571649963246
Il31ra,0.13581849359607223
Rps27a,-0.1356801622483281
Eif5a,-0.13561211764689815
Zfp451,0.1355510045611931
Senp5,0.1355327390892026
Tead1,0.13519271686366036
Prkca,0.13501195449443498
Cnot1,0.13465283790658117
Atp1a1,0.134521033887241
Actn4,0.1345013057837679
Nrf1,0.13438510818345625
Wac,0.13435859151655202
E2f3,0.13421160015279568
Lrig1,0.1341965732242882
Asxl2,0.13409951779886956
Samd4,0.1339977187580517
Wwc2,0.13388033892083917
Sf3b3,0.13351630381194746
Mafg,0.1334799073469153
Ubr3,0.13347096140948683
Ndufs2,-0.13345634613070934
Mrfap1,-0.1334049805039389
Kmt2e,0.13335661419669678
Pabpc4,0.13304655198407972
Camk1d,0.132897318284861
Ank2,0.13277881791631999
Atp5h,-0.13267341686531853
Rps24,-0.1325815047421062
Dpy30,-0.1321125792630156
Nfx1,0.13193839189639345
Sipa1l3,0.13184863228973467
Rpl7a,-0.1316477761395101
Ubr4,0.13161834793064034
Sat1,0.13159737274235928
Atp6v0e,-0.1315237386302508
Gon4l,0.13148652058241955
Matr3,0.13136356135835506
Uqcrc1,-0.1313625850829918
Rpl34,-0.13117293542417355
Topbp1,0.13112280458322
Cep250,0.13105095224380736
Cmip,0.1310024473859271
Plod2,0.1309026217119493
Myo10,0.13064611207138732
Plaur,0.13060719173958427
Aopep,0.13056283216997705
Pds5b,0.1304589496134164
Iws1,0.13030457940266313
Sec24b,0.13018657860019373
Ddhd2,0.1299484362099115
Srsf5,0.12991868675290766
Rpl12,-0.12987104091412635
Mad1l1,0.12969945849624942
Sf1,0.12933587894151094
Zcchc7,0.12921505254145715
Rhoc,-0.12915162616086803
ENSMUSG00000121513,0.1290907014398783
Kpna4,0.1290322455460644
Snrpd3,-0.12902984562440453
Rpl23,-0.12888815099308756
Slit2,0.1288425477363105
Kpna1,0.1288341659319872
Fkbp3,-0.1285948756295805
Cct5,-0.12844746759537304
3110082I17Rik,0.1283618580094005
Ly6a,-0.12830414149478694
