gene,r_vres,pval,padj
Wdr75,-0.12434466918605996,1.03332194562537e-08,2.8407476168395054e-08
Hprt,-0.12448932934324264,9.932379427391778e-09,2.732429003409017e-08
Creld2,-0.12454501160245704,9.782149672022008e-09,2.6966642789860808e-08
Pcbp1,-0.12471870311157435,9.327577080322267e-09,2.5766787514702393e-08
Psmd2,-0.12510315689276116,8.393191691807078e-09,2.3265950635639856e-08
Syce2,-0.1251784835743068,8.221084739910297e-09,2.282049893104871e-08
Ptma,-0.125309936814081,7.928917706368627e-09,2.204007701561814e-08
Nedd4,-0.12535708497197764,7.826605100428444e-09,2.1770806955294698e-08
Mtx2,-0.12566882266798451,7.18169478326757e-09,2.0004720844756463e-08
1810009A15Rik,-0.12577149859345632,6.980819100531951e-09,1.9485887231073136e-08
Fkbp8,-0.12585719680090723,6.8173487798119676e-09,1.906950707639711e-08
Nudcd2,-0.12596017867006298,6.625826983183355e-09,1.8559739448692872e-08
Cdk1,-0.12614163162505748,6.301016247817677e-09,1.7662273995284307e-08
Hdac1,-0.1261468388346363,6.291927323873856e-09,1.7649165003853733e-08
Sec62,-0.12629443965282494,6.039532449839328e-09,1.6964978791683506e-08
Uchl3,-0.12661511103716142,5.524642452393716e-09,1.5551421400123058e-08
Dnajc8,-0.12670216727610606,5.392392337690656e-09,1.5189837570959595e-08
Anxa2,-0.12691040418707672,5.088416147454407e-09,1.4363912907422463e-08
Ccl7,-0.1270268540694982,4.92576018815135e-09,1.3934257957995332e-08
Gadd45gip1,-0.12710563358942714,4.81860073450061e-09,1.3660101302623984e-08
Bri3bp,-0.12712757260170005,4.789164095845671e-09,1.3586281122966442e-08
Slc16a3,-0.1272160603305438,4.6722007194551845e-09,1.3263877131171566e-08
Mrps28,-0.12737338522582545,4.471071171921592e-09,1.2710934390679722e-08
Hspd1,-0.12739644577036247,4.44230652175348e-09,1.2638140886923129e-08
Comt,-0.12752416468822814,4.286225153050858e-09,1.2211467672509568e-08
Gmfb,-0.12755832493469174,4.2453912810336865e-09,1.2103752761321985e-08
Shmt2,-0.1275786788478151,4.221241115735725e-09,1.2043483925066262e-08
Ccdc124,-0.12771117830855208,4.067263234622484e-09,1.1620752098921382e-08
Hmgn1,-0.1277419777913506,4.032261389243483e-09,1.1545487156030015e-08
Creg1,-0.12817315230849324,3.5719644117964913e-09,1.0271644606172513e-08
Hnrnpa2b1,-0.12833215020262717,3.4154764591415766e-09,9.842871640177454e-09
Snrpa1,-0.12834448905061485,3.4036152308513925e-09,9.81576130022031e-09
Cd164,-0.12834655331827344,3.401634784936195e-09,9.81576130022031e-09
Vps36,-0.12840942896965232,3.3418464948220215e-09,9.651542223312698e-09
Hmgn2,-0.12847901925695185,3.2768650853479692e-09,9.477556284448212e-09
Tpm3,-0.12857297012531077,3.191083409132507e-09,9.256224537005097e-09
Afp,-0.12859591428360628,3.170468548329703e-09,9.203101736806104e-09
Atp5k,-0.12882304465647504,2.9732626651384563e-09,8.655786506953293e-09
Hnrnpab,-0.12889433993139887,2.9138600608331053e-09,8.489031495507954e-09
Cnbp,-0.1291444900123421,2.714432929295743e-09,7.919570909688528e-09
Htatsf1,-0.13000169623391383,2.126791545908651e-09,6.282988318784789e-09
Gabarapl2,-0.13002874835500602,2.110425092848756e-09,6.239246394231355e-09
Psmc1,-0.13014207432021171,2.043185843917587e-09,6.044928532300553e-09
Smc6,-0.13019084497061362,2.014895113205223e-09,5.965640601643888e-09
Snx3,-0.130376389083622,1.9107093203799073e-09,5.673969770987104e-09
Smarcb1,-0.1305874414066202,1.7985707816385764e-09,5.3489093877727184e-09
Gtpbp4,-0.13083796544767604,1.6737613811487588e-09,4.992576826692793e-09
H2-K1,-0.13083922412304277,1.673156131493234e-09,4.992576826692793e-09
Spp1,-0.13093065977081947,1.6297536372005282e-09,4.87220818296122e-09
Pdia4,-0.13111972962827628,1.5434558007756035e-09,4.624586668990572e-09
Msrb1,-0.13135161604648593,1.4436762657079828e-09,4.335364161285233e-09
Nol7,-0.1314764963077975,1.3925732659706903e-09,4.197658676626045e-09
Vamp5,-0.1315367670700549,1.3685441692399725e-09,4.131454095818785e-09
Arhgdia,-0.13216486450393378,1.1409815029961369e-09,3.4575197060488994e-09
Ncbp2,-0.1325071295770872,1.032961392053448e-09,3.1444791234503743e-09
Pcmt1,-0.13255981976915976,1.0172429435564266e-09,3.0989884038276515e-09
Exosc8,-0.13263414246750024,9.954667273432874e-10,3.0349595345831933e-09
Itpa,-0.13266328768128138,9.870518841978696e-10,3.011599951786025e-09
Cdk2ap2,-0.13285340566656983,9.33837028030149e-10,2.855770727920945e-09
Fam104a,-0.1328686985174434,9.296801092368023e-10,2.845233693150122e-09
Srp19,-0.13343605438033884,7.875819287173519e-10,2.4308084219671358e-09
Psmc6,-0.13348972989545826,7.752910873789348e-10,2.3947215054175593e-09
Psph,-0.13354413984397653,7.630229500751241e-10,2.3586489955954378e-09
Capza2,-0.13364961767954,7.397768923198224e-10,2.2903309359746822e-09
Lamp1,-0.13369113957760453,7.308165971900467e-10,2.2660979757830907e-09
Mtch2,-0.13374620776585117,7.190960953692591e-10,2.2349528993605564e-09
Aimp2,-0.13383001008204853,7.016107343252542e-10,2.1823039947908374e-09
Ndufb1,-0.13428122057564446,6.143575378578878e-10,1.918368580352499e-09
Denr,-0.13495646790791666,5.032110330423374e-10,1.5749954085832159e-09
Rrp1,-0.1349915288726637,4.980101151279617e-10,1.5599377137915792e-09
Polr2g,-0.13506676584556024,4.870258455810234e-10,1.5267267886552458e-09
Dap,-0.13510266362191065,4.818685419950555e-10,1.511744445474684e-09
Phf5a,-0.1351960484226919,4.687005135406367e-10,1.473900985976845e-09
Zcrb1,-0.13561482438825373,4.138400468198192e-10,1.305489106687127e-09
Tk1,-0.13571237686195312,4.0198971020956923e-10,1.2691072145527046e-09
Polr1d,-0.13595816415914808,3.7358081421736e-10,1.182217766510633e-09
Bri3,-0.13629746646143054,3.3755907715666917e-10,1.0741736743251207e-09
Sugt1,-0.13631380494412806,3.35912858781479e-10,1.0697861744633088e-09
Pttg1,-0.13634731914191917,3.3256054088503715e-10,1.0607991734769924e-09
Mrps5,-0.13637379675288547,3.2993517235122583e-10,1.0536340032704958e-09
Scoc,-0.13645160288345015,3.223368388898374e-10,1.0306533617580734e-09
Igfbp6,-0.13666225786720482,3.026115883632544e-10,9.70686730916614e-10
Acadl,-0.13685757860221184,2.8537765066792945e-10,9.16875986081701e-10
Pdcd6,-0.13692662348145745,2.7951773119157337e-10,8.994939056848701e-10
Phgdh,-0.13724421903211595,2.540410627805362e-10,8.201487095416826e-10
Sys1,-0.1374362295486895,2.397532037080878e-10,7.759003356248797e-10
Sarnp,-0.13746217258117738,2.378839160289939e-10,7.710985932868522e-10
Atox1,-0.1375784178352955,2.2968124125348127e-10,7.45718315758056e-10
Macroh2a1,-0.13760166669760923,2.2807417087691703e-10,7.417046207379415e-10
Timm8a1,-0.13801952217141752,2.0099305520696882e-10,6.552340838042993e-10
Cdc123,-0.13808112012163878,1.9727621770031677e-10,6.4364181957689e-10
Ddx1,-0.1380947999126735,1.964599267971377e-10,6.41501801786572e-10
Erlec1,-0.13819464597595166,1.9060103544327216e-10,6.23388505129263e-10
Casp1,-0.13843061458253333,1.7742426078620048e-10,5.826184322259427e-10
Eid1,-0.13868404811403573,1.6426279841194704e-10,5.403381526708785e-10
Sf3b4,-0.13870490544955683,1.6322310833978237e-10,5.373600274560737e-10
Anxa4,-0.13872790868287752,1.6208390102950747e-10,5.34049097296565e-10
D8Ertd738e,-0.13886967077710088,1.552327385157435e-10,5.127423237514236e-10
Naa10,-0.13906983765068315,1.4603829338245423e-10,4.827712177932372e-10
Uqcrq,-0.1392332444707789,1.3892860772272063e-10,4.607914020654084e-10
Cisd2,-0.13931094882368011,1.356674665090005e-10,4.507224800963472e-10
Dnajc2,-0.13935003804004453,1.3405533275267759e-10,4.461075965147341e-10
Vegfb,-0.139567844483861,1.2540927475314745e-10,4.180309158438248e-10
Rraga,-0.13972721821875414,1.1943030096300836e-10,3.987656125643017e-10
Sdf2,-0.13975591928467912,1.1838356238690893e-10,3.9560087681506745e-10
Mrps18a,-0.14030171934378022,1.001011961568394e-10,3.364746089305526e-10
Eif4ebp1,-0.14032209058499204,9.947516824686768e-11,3.3465153321065664e-10
Trnau1ap,-0.1403830347903128,9.762504480562306e-11,3.287038545643874e-10
Bcap29,-0.140419839050283,9.652407970102849e-11,3.252706982342999e-10
Mrpl54,-0.14064236285856452,9.012131283725107e-11,3.039504648811166e-10
Tax1bp1,-0.14140833932494037,7.109863548098809e-11,2.4203790802038497e-10
Chmp2a,-0.1421890884210007,5.5761544189170166e-11,1.9096419242866494e-10
Snrpb,-0.1421986760602318,5.559494629385267e-11,1.9055679963617027e-10
Blvrb,-0.1423223680067377,5.34887768996512e-11,1.834949464825084e-10
AI506816,-0.14287317185634704,4.501908347615022e-11,1.5483777635821228e-10
Rdx,-0.14287804918475605,4.4950282439381124e-11,1.5473419084124312e-10
Gcsh,-0.1437027221851263,3.468146195470927e-11,1.2031730079690988e-10
Psmc3,-0.14371302558045734,3.4568938359451035e-11,1.2003103597031608e-10
Rad23a,-0.14393055643960734,3.227491685545891e-11,1.1245615629079759e-10
Smn1,-0.1442225005383273,2.942876881956174e-11,1.0289411800121738e-10
Mmp11,-0.144736785939322,2.500038999828778e-11,8.772066666065887e-11
Ifi30,-0.14503875654535744,2.2711349193281987e-11,7.989920560521366e-11
Prelid3b,-0.1451614002575398,2.1841389994009397e-11,7.697406165289656e-11
Rbis,-0.1451841690277793,2.168350971365812e-11,7.648504308168649e-11
Atic,-0.14519050842814663,2.1639750929579705e-11,7.639806153426199e-11
Gng11,-0.14538564447648966,2.0334254046869775e-11,7.185248779812641e-11
Dpysl3,-0.14538676708859688,2.0326971183727027e-11,7.185248779812641e-11
Dctpp1,-0.14543879442617985,1.9992233099627013e-11,7.07689667243434e-11
Cfdp1,-0.1455246298545697,1.9451730421073594e-11,6.89166711109782e-11
Txn1,-0.14589789303242384,1.726294079355096e-11,6.132483408010999e-11
Snrpd2,-0.1459113986143758,1.7188439897396008e-11,6.111445296851914e-11
Rex1bd,-0.1461084266081779,1.613669115399406e-11,5.747708336240093e-11
Mvb12a,-0.1461176351434734,1.608910747753184e-11,5.735867193415986e-11
Mrpl27,-0.14623729511218211,1.5483129161320952e-11,5.5296889861860534e-11
Grn,-0.14625929148142808,1.537419233635936e-11,5.4956898432026317e-11
Serbp1,-0.14675197606897872,1.312163042178052e-11,4.7115369557560216e-11
Eif4a1,-0.1468520918288203,1.2705097854271901e-11,4.566072903601761e-11
Arpc1a,-0.1472353056983337,1.1227006898223872e-11,4.038491690008587e-11
Rpn1,-0.1473421683948291,1.0845766972092887e-11,3.9083844944478874e-11
Rpl13,-0.14745951503031834,1.0441718608775895e-11,3.776390093589835e-11
Zbp1,-0.14749485717293132,1.0322942403635113e-11,3.736811729822666e-11
Polr1c,-0.14766891456539247,9.757007783362047e-12,3.535147747594945e-11
Sf3b6,-0.1478690058006059,9.1438991201218e-12,3.325054225498837e-11
Tsfm,-0.14810130846658,8.479313829793943e-12,3.089003216682675e-11
Anapc16,-0.14811091775575164,8.452866733236666e-12,3.082175654780918e-11
Nol11,-0.14819365464488543,8.228471204982033e-12,3.003091680650377e-11
Erp29,-0.14851849219140942,7.402512111128855e-12,2.7065857810343163e-11
Cyfip1,-0.14870269321942173,6.9708158157087685e-12,2.5580975470490895e-11
Rpl36al,-0.14886005543958242,6.6216242113502e-12,2.4344206659375734e-11
Esd,-0.14940863534133472,5.5331478619661834e-12,2.0417519785853074e-11
Pno1,-0.14941383573134281,5.52371863285217e-12,2.040154619705326e-11
Jpt1,-0.15012823439409478,4.367450327529886e-12,1.626610922729939e-11
Rcn1,-0.15022360915889038,4.232266845778103e-12,1.5777322817439337e-11
Ndufs6,-0.15046005795232464,3.914557329019549e-12,1.460655719783414e-11
Selenoh,-0.15080986693553364,3.4869499604155386e-12,1.3047520899590415e-11
Atp5e,-0.15089012238858956,3.3954976748847498e-12,1.2717219756122658e-11
Gsn,-0.1515314725217432,2.744368298786061e-12,1.0317174055586694e-11
Use1,-0.15173366252698556,2.565732473874863e-12,9.654684755879072e-12
Npc2,-0.15241400592442556,2.0443898773182672e-12,7.751241241017127e-12
Dtymk,-0.15241542316523776,2.0434205715932867e-12,7.751241241017127e-12
1810037I17Rik,-0.15253286608170308,1.964642938713547e-12,7.463031106224301e-12
Mtap,-0.15267821209670343,1.871261510293743e-12,7.1150627767822925e-12
Ube2i,-0.1532543152209174,1.5420769572306276e-12,5.891411488942225e-12
Tmem97,-0.15347823982820885,1.430075000319709e-12,5.468738050935789e-12
Eif2s2,-0.15350613113206457,1.4166955890143673e-12,5.4279524483309086e-12
Apod,-0.15364641756711778,1.3512394919187828e-12,5.182126527013548e-12
Col3a1,-0.15386611730995764,1.2546434075159698e-12,4.8255515673691145e-12
Cct6a,-0.15418358182828829,1.1269169282108557e-12,4.3510306108527246e-12
Arpc5l,-0.15422588312866192,1.1108909997576257e-12,4.293298549787926e-12
Rbm8a,-0.15437606516549443,1.0557790884330798e-12,4.092167009430542e-12
Selenos,-0.15445305343106663,1.0285756735908928e-12,3.994468635304438e-12
Polr2e,-0.1546741887854584,9.542044152835044e-13,3.709249427729852e-12
Surf4,-0.15493466666215275,8.733473813826255e-13,3.40154773664119e-12
Cks1b,-0.15494248711914219,8.710267112169286e-13,3.3958156382726257e-12
Tubb5,-0.15526922829680007,7.792906431672219e-13,3.0470797386792645e-12
Mrps17,-0.1553135536379694,7.675997922922613e-13,3.0043044708111988e-12
Sub1,-0.15547794409858945,7.257247399748314e-13,2.8515706875238955e-12
Ube2n,-0.1556343642532663,6.879644012245468e-13,2.7058580185822885e-12
Trmt112,-0.15564255989279024,6.860399977748962e-13,2.7009448731295128e-12
Bag1,-0.15597908660877774,6.114213673019133e-13,2.4119186086860484e-12
Ly6c1,-0.15612420486847725,5.817572810975173e-13,2.297165966821391e-12
B2m,-0.15625693718100586,5.558641643218492e-13,2.1992647450913915e-12
Tm4sf1,-0.15632617119909353,5.428103391690394e-13,2.1497439175011464e-12
Arpc2,-0.1564023814353223,5.287888067504693e-13,2.0962886293378367e-12
Ndufv3,-0.15671595071751226,4.747423250506441e-13,1.8989693002025764e-12
Hsp90b1,-0.1567831875507565,4.638796265431929e-13,1.8573758820548263e-12
Drap1,-0.15693783516664667,4.3981207820787196e-13,1.7680887566145608e-12
Emc6,-0.1570177175437517,4.2786444540932365e-13,1.7217885127135762e-12
Sfr1,-0.15718679258026838,4.0361738521685096e-13,1.6274894565195604e-12
Hsp90ab1,-0.1573385110289296,3.8301068528454743e-13,1.5475179203416058e-12
Park7,-0.15763515694984614,3.4565847959757566e-13,1.4022656373126803e-12
Dut,-0.15780458497537536,3.2595421934816513e-13,1.3277157610923223e-12
Ak6,-0.15781350235484748,3.2494825435177993e-13,1.3249673979685216e-12
Emg1,-0.1578405857181186,3.21911637451784e-13,1.3139250508236082e-12
2310039H08Rik,-0.15798497709036216,3.061863735833953e-13,1.2510168481446182e-12
Timm10b,-0.15809156593560125,2.9506423303802403e-13,1.2080418957544483e-12
Cuedc2,-0.15812791114926653,2.9136317481263713e-13,1.1941113721829391e-12
Chchd1,-0.15813991193841215,2.901511617999829e-13,1.1903637407178785e-12
Manf,-0.1582843154413388,2.7594959473417253e-13,1.1355950400583233e-12
Ppil1,-0.15839322939566924,2.656918306968104e-13,1.095636415244579e-12
Morf4l1,-0.15850765934373012,2.5531777528014195e-13,1.0539433448096674e-12
Psmc4,-0.15881208540149971,2.296161206273557e-13,9.498081515092273e-13
Stmp1,-0.1588448743369802,2.2700425474210185e-13,9.399762101122228e-13
Hnrnpa1,-0.15902880255358498,2.1288484160199463e-13,8.833395917095213e-13
Hmgb1,-0.15907555997990963,2.094351726313609e-13,8.699280275445936e-13
Psmd12,-0.15924898540400206,1.971128618078546e-13,8.195960989931584e-13
Pfdn1,-0.159255279837129,1.9667927756443553e-13,8.186442354398982e-13
Eif3d,-0.15955015849283505,1.7738317791446336e-13,7.414134918054895e-13
Mrpl28,-0.16042045076229694,1.3063598343747528e-13,5.496073375059773e-13
Ndufb7,-0.1604254376588219,1.3040656369121006e-13,5.496073375059773e-13
Ywhaz,-0.1604913778237248,1.2740996702784297e-13,5.375947975858353e-13
Cisd3,-0.1606463506050829,1.2063101906154073e-13,5.098967315461611e-13
Fmc1,-0.16118352170836442,9.976418240100289e-14,4.227295864449275e-13
Hspe1,-0.16122925111209502,9.816118319396496e-14,4.1637829562657455e-13
Ppp1cc,-0.16138013069939355,9.304960294036433e-14,3.9595575719303975e-13
Mea1,-0.1618233131672743,7.949983683881061e-14,3.404703933139641e-13
Rpl11,-0.16184541366858912,7.887744925080962e-14,3.3816698499811195e-13
Alox5ap,-0.16188908538122215,7.766162047382138e-14,3.3331167585331064e-13
Pdcd5,-0.1622609165299639,6.802847003514318e-14,2.9291052760018597e-13
Mrpl14,-0.1623840402944426,6.510523895018976e-14,2.806260299577145e-13
Ap2m1,-0.16240640863751074,6.458757357780928e-14,2.7869503161945754e-13
Sf3b5,-0.16242650222662358,6.412600134826197e-14,2.770021656512396e-13
Rpl31,-0.16255990266290576,6.114276891618207e-14,2.6440116288078735e-13
Sh3glb1,-0.16288671122673418,5.4398522535324887e-14,2.3574657653445237e-13
Mrpl30,-0.1629499116812002,5.3181326271970944e-14,2.307215890324119e-13
Nmi,-0.16301848429051963,5.18909264901316e-14,2.253677589147952e-13
Rab34,-0.16330939470688602,4.675024918113947e-14,2.037047894603027e-13
Mrps21,-0.16369718861758867,4.066858428302106e-14,1.7778616080009207e-13
Ube2l3,-0.16373772827183106,4.00795984698215e-14,1.755951740189332e-13
Bcl7c,-0.16377182955874198,3.95906507382613e-14,1.736432049923741e-13
S100a4,-0.16384677178140775,3.853662393475093e-14,1.6920581310538281e-13
Hnrnpc,-0.16414561422182916,3.460095733841587e-14,1.5209212016886097e-13
Nap1l1,-0.16418757334108802,3.40809887752803e-14,1.4997134774600794e-13
Ndufs8,-0.16423478643094172,3.35050899110406e-14,1.4759951502661058e-13
Mtarc2,-0.1643321575698281,3.2347405107008366e-14,1.4265669286442498e-13
Gm11808,-0.16439388875877964,3.1633915716038715e-14,1.3966408704652854e-13
Mrps36,-0.1644922586063607,3.052879376730784e-14,1.3493389510412307e-13
Aamp,-0.1645911334231907,2.945625530627326e-14,1.3048175107983725e-13
Tuba1a,-0.16469131550950744,2.8407324171024162e-14,1.2597483002671469e-13
Etfa,-0.16490694244297072,2.6272630126614114e-14,1.1689713070796047e-13
Mrps15,-0.16540994864389474,2.1886878103621234e-14,9.781844962512283e-14
Cct8,-0.16549127342784667,2.1248896057736746e-14,9.507336043730087e-14
Capns1,-0.1655780824156145,2.0588059264266974e-14,9.221975034386103e-14
Rtf2,-0.16563952367259258,2.013258758052235e-14,9.028066179606435e-14
Uqcc2,-0.16570603418549404,1.965069938750787e-14,8.821862800228e-14
Dnph1,-0.16593582435329143,1.807145867353374e-14,8.13114001058886e-14
Col6a1,-0.16601954043813533,1.7527695783834372e-14,7.895358461186654e-14
Supt4a,-0.1660912412610716,1.7074788099786057e-14,7.700017181414231e-14
Guk1,-0.1664483257720539,1.498504233492313e-14,6.772900490360736e-14
S100a11,-0.16646031358651442,1.4919435842274565e-14,6.750875946730572e-14
Mrpl51,-0.1672767598450054,1.105705722136963e-14,5.0604380875833546e-14
Ap1s1,-0.16736813267711548,1.0691467062668744e-14,4.904342689297589e-14
Mrpl21,-0.16761428980313037,9.76468666988182e-15,4.489511112589343e-14
Cyb5r3,-0.16772994542171848,9.356981914393147e-15,4.321931600181593e-14
Magoh,-0.16780495347529528,9.101564693189553e-15,4.208816043093435e-14
Ifitm1,-0.1679032126044226,8.777323277202252e-15,4.063575591297339e-14
Snx6,-0.16808679992842102,8.201664756095336e-15,3.8014668626166105e-14
Gpx4,-0.16814024255437482,8.04118240712196e-15,3.7314071494765475e-14
Snrpg,-0.16820514828215372,7.850426296372014e-15,3.655611779451462e-14
Xlr,-0.16887179434881497,6.131428754489063e-15,2.86515362359302e-14
Fxyd5,-0.1691074873255264,5.617074408525355e-15,2.637124135457913e-14
Aarsd1,-0.169169342075913,5.4892749439883845e-15,2.5831882089357103e-14
Ndufs4,-0.1692554635770737,5.316088900619312e-15,2.5046355244378384e-14
Ndufs7,-0.169366315567187,5.101063507088355e-15,2.4061620316454505e-14
Elob,-0.16936718448990953,5.099412276114154e-15,2.4061620316454505e-14
Pa2g4,-0.1694753007517143,4.898007344633134e-15,2.3185833584062172e-14
Glrx5,-0.16959407041717428,4.685770797770097e-15,2.2233787889775075e-14
Tmem208,-0.16995952527004693,4.087873552397085e-15,1.9419826852242683e-14
Med10,-0.16996541345941055,4.078882593703047e-15,1.9400155023557894e-14
Nsa2,-0.17032207532208626,3.569072154687547e-15,1.7036143936456073e-14
Mrpl18,-0.17040158096392477,3.464274478883845e-15,1.655567253946879e-14
Ndufa10,-0.1704293856221308,3.428344043888307e-15,1.6423205000662547e-14
Eif2s1,-0.17043796672349157,3.417329382101021e-15,1.639006897890178e-14
C1qbp,-0.17048422865511148,3.3585449307665376e-15,1.6127466654341117e-14
Rps15,-0.17056216137901187,3.261758621767515e-15,1.5681531835420742e-14
Lgals3bp,-0.17066748451791589,3.135303876875323e-15,1.5091715412155585e-14
Csrp2,-0.17077100824858182,3.01571435248131e-15,1.4551094583745764e-14
Psenen,-0.17084919793974074,2.928376486048747e-15,1.4146746309414238e-14
Colgalt1,-0.17091115603435159,2.860941055152441e-15,1.3837683459020272e-14
Phb2,-0.17095584225214078,2.813255193021188e-15,1.3640025178284547e-14
Galk1,-0.17105692860831917,2.7082501177264166e-15,1.3146845231681635e-14
Rpn2,-0.17141219372765018,2.3689103653155708e-15,1.1541585214692183e-14
Tomm5,-0.17163339243512538,2.1791445681256808e-15,1.064295271367854e-14
Rbx1,-0.1717629697679558,2.075014686698004e-15,1.0146771084097819e-14
Calm3,-0.17207809780387123,1.8417752497071194e-15,9.039387728623898e-15
Ddrgk1,-0.17215636240770293,1.7879704987246336e-15,8.786095816828666e-15
Lman2,-0.1722495312915325,1.7259336802428589e-15,8.491678623581101e-15
Mrpl35,-0.17240020397084233,1.6300623761589316e-15,8.02986392196518e-15
Rpl28,-0.17251162471887838,1.5625567671089736e-15,7.716329714118388e-15
Rpl37a,-0.17260689850840752,1.507022037427068e-15,7.460505135777565e-15
Gtf3a,-0.17262110330648373,1.4989102763781008e-15,7.42954288167584e-15
Tcp1,-0.17265425148275648,1.4801475377471232e-15,7.345645348620959e-15
Lsm4,-0.17273461107144794,1.4356160772512307e-15,7.14236854353846e-15
Arpc5,-0.17284289522562143,1.3776897669674634e-15,6.871270658191837e-15
Ranbp1,-0.1729920682357496,1.3016415237021354e-15,6.508207618510677e-15
Rpl41,-0.17341837363956536,1.106361575766079e-15,5.55263024223879e-15
Tmem167,-0.1735310320563761,1.0597693953171674e-15,5.3321730581995846e-15
Plekhj1,-0.17360783008504554,1.0291207683232912e-15,5.184487497850334e-15
Ywhae,-0.1737174300030456,9.86887347387615e-16,4.984279532260681e-15
Timm8b,-0.1738095884656191,9.526990731587798e-16,4.823792775487493e-15
Tle5,-0.17385663206683316,9.356994245843905e-16,4.7437233185520425e-15
Eloc,-0.17392146875645675,9.127585515222483e-16,4.633292139706844e-15
Rpl18a,-0.17393896852948104,9.066621724037505e-16,4.608194014758579e-15
Siva1,-0.17394082909845315,9.060163701440037e-16,4.608194014758579e-15
Tmsb10,-0.1739449606580929,9.04583927431359e-16,4.608194014758579e-15
0610010K14Rik,-0.17406365973402982,8.643689426742596e-16,4.41004562588908e-15
Ndufb3,-0.17414806009406922,8.368502594195254e-16,4.280563986800642e-15
Cetn3,-0.17419218764839117,8.228077514910325e-16,4.214124207380448e-15
Psmb2,-0.17437842821381502,7.660534558383561e-16,3.9335222379376435e-15
Lsm6,-0.17445714014873936,7.432423542416955e-16,3.821297451114116e-15
Thoc7,-0.17446107100208536,7.42120877827029e-16,3.820442099495645e-15
Eif1,-0.17453470208697316,7.214191149728682e-16,3.7186552318189086e-15
Laptm4a,-0.174566308495636,7.127082078419524e-16,3.678493975958464e-15
Psmd6,-0.17476112243144704,6.61257679699884e-16,3.4173523498702018e-15
Paics,-0.17484149378720426,6.411133885314556e-16,3.3175337052080497e-15
Rpl26,-0.17513150199148825,5.73324265553064e-16,2.970592049497741e-15
Casp3,-0.17557011670105138,4.839913038675203e-16,2.514240539571534e-15
Cct4,-0.1756629031490282,4.669295654222116e-16,2.4287623689061726e-15
Fdps,-0.17587243449382722,4.3054953954683555e-16,2.2483004676074963e-15
Myl12b,-0.17595932102982398,4.1629601430296034e-16,2.18241685086742e-15
Clta,-0.17604261330636248,4.0306880127115407e-16,2.1158467258328297e-15
Polr2i,-0.17635877352732487,3.5652334472977024e-16,1.8764386564724748e-15
Krtcap2,-0.1763657761800847,3.555547630153631e-16,1.8738063927028357e-15
Etfb,-0.1763667482140781,3.554205197745216e-16,1.8738063927028357e-15
Pgk1,-0.1766106269104514,3.2326992208004994e-16,1.714959798833156e-15
Tbrg1,-0.1767319271106123,3.0836328553089486e-16,1.6380519815718187e-15
Capzb,-0.17682087754685094,2.978644302069805e-16,1.584385267058407e-15
Lman1,-0.17731700038170917,2.454519113485404e-16,1.3108246266944746e-15
Snrpb2,-0.1774438704063538,2.3357864438690987e-16,1.2507557932364652e-15
Ube2a,-0.1775040227028255,2.281487410892545e-16,1.226606134888465e-15
Col6a2,-0.1777054564806812,2.1085527523772706e-16,1.1351562596916666e-15
Cox14,-0.1777337871109268,2.0852899943733497e-16,1.1241455495274123e-15
Vdac1,-0.17790231745548182,1.9520417552564552e-16,1.0537337410291256e-15
Mpc1,-0.17802104507535577,1.8632422343510028e-16,1.0071579645140555e-15
Rab5if,-0.17807988028733512,1.8207246190624525e-16,9.855072362990271e-16
Skp1,-0.17841851091236616,1.5939601325771595e-16,8.639350312071325e-16
Sdhb,-0.17857553462600115,1.4984843628848635e-16,8.132886637095595e-16
Psma1,-0.17881740509206362,1.3623359017563497e-16,7.414072934728433e-16
Ptges3,-0.17887548842913506,1.3315005009152376e-16,7.256133519974047e-16
Rps29,-0.1792404731839141,1.1528836574890455e-16,6.308528905548813e-16
Dbndd2,-0.17924776286682637,1.149568177201726e-16,6.29900371069439e-16
Psmc2,-0.17947169532896065,1.0521728257158268e-16,5.773239098577925e-16
Hnrnpk,-0.17957755654868324,1.0090067749904922e-16,5.543993269178529e-16
Nhp2,-0.1797401092719834,9.460989199141851e-17,5.205496120573233e-16
Mrpl36,-0.17979073894246667,9.273066018607038e-17,5.109127282979084e-16
Npm3,-0.18022837063514807,7.794748322211964e-17,4.306490785752466e-16
Uqcr10,-0.18106049211017325,5.595883043331586e-17,3.10021221237207e-16
Tomm20,-0.18135701058363168,4.9706433857468363e-17,2.757638494173002e-16
Psmd8,-0.1813889228035061,4.907604192331466e-17,2.726446773517481e-16
Bst2,-0.18146884813318076,4.75315778719143e-17,2.644315876045302e-16
Ndufa5,-0.18159906402913029,4.511730352521929e-17,2.517004380765372e-16
Lap3,-0.18192097018240921,3.96556023863707e-17,2.2184952383983608e-16
Get4,-0.18207675032755719,3.725192037681865e-17,2.0869423180290563e-16
H2az1,-0.18252757515371154,3.107589091612551e-17,1.745836568321658e-16
Ly6a,-0.18262869301947227,2.9835826395891296e-17,1.6785275046914934e-16
Polr2c,-0.18291325581894977,2.6601935445831036e-17,1.5008144116124704e-16
Edf1,-0.18293538261440334,2.6365475527126556e-17,1.4895748885382235e-16
Rhoa,-0.18299631444790776,2.572497947675282e-17,1.455444383408929e-16
Sod2,-0.1833313892071362,2.2467483428170356e-17,1.2729452367235328e-16
